,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
11884,Male,Unknown,26,0,0,0,Wayne,Michigan,1980,August,1,Unknown,Unknown,Murder or Manslaughter,No
11885,Male,Male,22,33,0,0,Wayne,Michigan,1980,November,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11886,Male,Male,34,31,0,0,Wayne,Michigan,1980,August,1,Stranger,Shotgun,Murder or Manslaughter,Yes
11887,Male,Unknown,30,0,0,0,Wayne,Michigan,1980,November,1,Unknown,Rifle,Murder or Manslaughter,No
11888,Male,Male,45,37,0,0,Wayne,Michigan,1980,December,1,Neighbor,Shotgun,Murder or Manslaughter,Yes
11889,Male,Male,24,30,0,0,Wayne,Michigan,1980,May,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11890,Male,Male,26,26,0,0,Wayne,Michigan,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
11891,Female,Male,40,43,0,0,Wayne,Michigan,1980,November,1,Wife,Handgun,Murder or Manslaughter,Yes
11892,Male,Male,43,23,0,0,Wayne,Michigan,1980,November,2,Stranger,Handgun,Murder or Manslaughter,Yes
11893,Male,Unknown,27,0,0,0,Wayne,Michigan,1980,August,1,Unknown,Handgun,Murder or Manslaughter,No
11894,Female,Male,70,18,0,2,Aitkin,Minnesota,1980,June,1,Neighbor,Knife,Murder or Manslaughter,Yes
11895,Male,Male,6,30,0,0,Anoka,Minnesota,1980,October,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
11896,Male,Male,33,32,0,0,Anoka,Minnesota,1980,May,1,Stranger,Handgun,Murder or Manslaughter,Yes
11897,Male,Male,31,21,0,0,Becker,Minnesota,1980,July,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
11898,Male,Male,33,66,0,0,Becker,Minnesota,1980,October,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11899,Male,Male,17,17,0,0,Beltrami,Minnesota,1980,February,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11900,Male,Unknown,59,0,1,0,Benton,Minnesota,1980,March,1,Unknown,Rifle,Murder or Manslaughter,No
11901,Female,Unknown,56,0,1,0,Benton,Minnesota,1980,March,1,Unknown,Rifle,Murder or Manslaughter,No
11902,Male,Male,63,34,1,0,Blue Earth,Minnesota,1980,June,1,Mother,Rifle,Murder or Manslaughter,Yes
11903,Male,Male,63,34,1,0,Blue Earth,Minnesota,1980,July,1,Mother,Rifle,Murder or Manslaughter,Yes
11904,Female,Male,62,34,1,0,Blue Earth,Minnesota,1980,June,1,Mother,Rifle,Murder or Manslaughter,Yes
11905,Female,Male,62,34,1,0,Blue Earth,Minnesota,1980,July,1,Mother,Rifle,Murder or Manslaughter,Yes
11906,Female,Female,2,34,0,0,Brown,Minnesota,1980,March,1,Daughter,Knife,Murder or Manslaughter,Yes
11907,Female,Male,1,20,0,0,Cass,Minnesota,1980,July,1,Daughter,Blunt Object,Murder or Manslaughter,Yes
11908,Female,Male,33,11,0,0,Cass,Minnesota,1980,October,1,Mother,Shotgun,Murder or Manslaughter,Yes
11909,Female,Male,24,33,0,1,Cass,Minnesota,1980,October,2,Acquaintance,Knife,Murder or Manslaughter,Yes
11910,Male,Female,10,36,1,0,Clay,Minnesota,1980,November,1,Daughter,Suffocation,Murder or Manslaughter,Yes
11911,Female,Female,8,36,1,0,Clay,Minnesota,1980,November,1,Daughter,Suffocation,Murder or Manslaughter,Yes
11912,Male,Male,28,29,0,0,Cook,Minnesota,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
11913,Male,Male,23,21,0,0,Crow Wing,Minnesota,1980,June,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11914,Female,Male,64,23,0,0,Crow Wing,Minnesota,1980,August,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
11915,Female,Unknown,25,0,0,0,Faribault,Minnesota,1980,May,1,Unknown,Strangulation,Murder or Manslaughter,No
11916,Female,Male,25,27,0,0,Freeborn,Minnesota,1980,November,1,Wife,Knife,Murder or Manslaughter,Yes
11917,Female,Male,67,60,0,0,Hennepin,Minnesota,1980,October,1,Unknown,Knife,Murder or Manslaughter,Yes
11918,Male,Male,2,22,0,0,Hennepin,Minnesota,1980,November,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
11919,Male,Male,42,33,0,1,Hennepin,Minnesota,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
11920,Male,Male,21,52,2,0,Hennepin,Minnesota,1980,April,1,Daughter,Handgun,Murder or Manslaughter,Yes
11921,Male,Unknown,24,0,2,1,Hennepin,Minnesota,1980,May,2,Unknown,Fire,Murder or Manslaughter,No
11922,Female,Male,70,27,1,1,Hennepin,Minnesota,1980,March,1,Neighbor,Handgun,Murder or Manslaughter,Yes
11923,Female,Male,16,52,2,0,Hennepin,Minnesota,1980,April,1,Daughter,Handgun,Murder or Manslaughter,Yes
11924,Male,Unknown,22,0,2,1,Hennepin,Minnesota,1980,May,2,Unknown,Fire,Murder or Manslaughter,No
11925,Female,Male,23,25,0,0,Hennepin,Minnesota,1980,January,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
11926,Male,Male,31,69,0,0,Hennepin,Minnesota,1980,January,2,Stranger,Handgun,Murder or Manslaughter,Yes
11927,Male,Male,48,65,0,0,Hennepin,Minnesota,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
11928,Male,Male,68,27,1,1,Hennepin,Minnesota,1980,March,1,Neighbor,Handgun,Murder or Manslaughter,Yes
11929,Female,Male,11,52,2,0,Hennepin,Minnesota,1980,April,1,Daughter,Handgun,Murder or Manslaughter,Yes
11930,Male,Male,20,16,0,0,Hennepin,Minnesota,1980,April,2,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11931,Male,Unknown,48,0,0,1,Hennepin,Minnesota,1980,April,3,Unknown,Handgun,Murder or Manslaughter,No
11932,Male,Male,27,30,0,0,Hennepin,Minnesota,1980,May,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11933,Male,Unknown,22,0,2,1,Hennepin,Minnesota,1980,May,2,Unknown,Fire,Murder or Manslaughter,No
11934,Female,Male,73,17,0,0,Hennepin,Minnesota,1980,May,3,Stranger,Blunt Object,Murder or Manslaughter,Yes
11935,Male,Male,30,23,0,0,Hennepin,Minnesota,1980,May,4,In-Law,Knife,Murder or Manslaughter,Yes
11936,Female,Male,21,29,0,0,Hennepin,Minnesota,1980,May,5,Stranger,Shotgun,Murder or Manslaughter,Yes
11937,Female,Male,93,32,0,0,Hennepin,Minnesota,1980,June,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
11938,Male,Male,23,34,0,0,Hennepin,Minnesota,1980,June,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
11939,Male,Unknown,32,0,0,1,Hennepin,Minnesota,1980,June,3,Unknown,Rifle,Murder or Manslaughter,No
11940,Male,Male,25,23,0,0,Hennepin,Minnesota,1980,June,4,Acquaintance,Knife,Murder or Manslaughter,Yes
11941,Female,Male,39,45,0,0,Hennepin,Minnesota,1980,July,1,Wife,Knife,Murder or Manslaughter,Yes
11942,Female,Male,41,39,0,0,Hennepin,Minnesota,1980,July,2,Girlfriend,Knife,Murder or Manslaughter,Yes
11943,Male,Male,30,24,0,0,Hennepin,Minnesota,1980,July,3,Acquaintance,Knife,Murder or Manslaughter,Yes
11944,Male,Female,29,50,0,0,Hennepin,Minnesota,1980,August,1,Son,Knife,Murder or Manslaughter,Yes
11945,Female,Female,21,23,0,0,Hennepin,Minnesota,1980,September,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11946,Male,Unknown,69,0,0,0,Hennepin,Minnesota,1980,September,2,Unknown,Knife,Murder or Manslaughter,No
11947,Male,Male,26,21,0,0,Hennepin,Minnesota,1980,September,3,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11948,Female,Unknown,0,0,0,0,Hennepin,Minnesota,1980,September,4,Unknown,Knife,Murder or Manslaughter,No
11949,Female,Male,24,17,0,2,Hennepin,Minnesota,1980,October,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
11950,Male,Female,1,42,0,0,Hennepin,Minnesota,1980,November,1,Family,Knife,Murder or Manslaughter,Yes
11951,Female,Male,20,25,0,0,Hennepin,Minnesota,1980,November,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
11952,Female,Female,0,10,0,0,Hennepin,Minnesota,1980,November,3,Acquaintance,Unknown,Murder or Manslaughter,Yes
11953,Male,Male,30,25,0,0,Hennepin,Minnesota,1980,November,4,Acquaintance,Knife,Murder or Manslaughter,Yes
11954,Female,Unknown,22,0,0,0,Hennepin,Minnesota,1980,November,5,Unknown,Knife,Murder or Manslaughter,No
11955,Male,Female,42,23,0,0,Hennepin,Minnesota,1980,December,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11956,Male,Unknown,49,0,0,1,Hennepin,Minnesota,1980,December,2,Stranger,Handgun,Murder or Manslaughter,No
11957,Female,Female,0,20,0,0,Hennepin,Minnesota,1980,February,1,Daughter,Unknown,Murder or Manslaughter,Yes
11958,Male,Male,38,20,0,0,Hennepin,Minnesota,1980,December,1,Employee,Knife,Murder or Manslaughter,Yes
11959,Male,Unknown,63,0,0,0,Hennepin,Minnesota,1980,June,1,Unknown,Blunt Object,Murder or Manslaughter,No
11960,Male,Male,23,26,0,2,Hennepin,Minnesota,1980,December,1,Stranger,Handgun,Murder or Manslaughter,Yes
11961,Male,Male,58,25,0,0,Hennepin,Minnesota,1980,January,1,Father,Handgun,Murder or Manslaughter,Yes
11962,Female,Male,26,33,0,0,Hennepin,Minnesota,1980,September,1,Wife,Blunt Object,Murder or Manslaughter,Yes
11963,Male,Male,25,37,0,0,Hennepin,Minnesota,1980,July,1,Friend,Rifle,Murder or Manslaughter,Yes
11964,Female,Male,65,72,0,0,Lake,Minnesota,1980,April,1,Wife,Shotgun,Murder or Manslaughter,Yes
11965,Male,Male,29,52,0,0,Mahnomen,Minnesota,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
11966,Male,Male,25,18,1,2,Mille Lacs,Minnesota,1980,April,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11967,Male,Male,24,18,1,2,Mille Lacs,Minnesota,1980,April,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
11968,Male,Male,70,35,0,0,Mille Lacs,Minnesota,1980,May,1,Stranger,Unknown,Manslaughter by Negligence,Yes
11969,Male,Male,19,55,0,0,Olmsted,Minnesota,1980,November,1,Stranger,Handgun,Murder or Manslaughter,Yes
11970,Male,Male,45,47,0,0,Olmsted,Minnesota,1980,June,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
11971,Female,Male,20,25,0,0,Otter Tail,Minnesota,1980,October,1,Wife,Shotgun,Murder or Manslaughter,Yes
11972,Male,Female,44,45,0,0,Pine,Minnesota,1980,October,1,Husband,Shotgun,Murder or Manslaughter,Yes
11973,Male,Male,3,39,0,0,Ramsey,Minnesota,1980,May,1,Son,Shotgun,Murder or Manslaughter,Yes
11974,Male,Male,20,30,0,0,Ramsey,Minnesota,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
11975,Male,Male,24,18,0,0,Ramsey,Minnesota,1980,January,2,Friend,Knife,Murder or Manslaughter,Yes
11976,Female,Female,0,20,0,0,Ramsey,Minnesota,1980,January,3,Daughter,Unknown,Murder or Manslaughter,Yes
11977,Male,Male,23,23,0,0,Ramsey,Minnesota,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
11978,Female,Male,20,17,0,0,Ramsey,Minnesota,1980,February,2,Stranger,Knife,Murder or Manslaughter,Yes
11979,Male,Male,21,30,0,0,Ramsey,Minnesota,1980,March,1,Stranger,Knife,Murder or Manslaughter,Yes
11980,Male,Unknown,21,0,0,1,Ramsey,Minnesota,1980,March,2,Acquaintance,Handgun,Murder or Manslaughter,No
11981,Male,Unknown,21,0,0,1,Ramsey,Minnesota,1980,April,1,Stranger,Handgun,Murder or Manslaughter,No
11982,Female,Unknown,41,0,0,1,Ramsey,Minnesota,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
11983,Male,Male,20,21,0,0,Ramsey,Minnesota,1980,August,1,Family,Knife,Murder or Manslaughter,Yes
11984,Male,Male,25,31,0,0,Ramsey,Minnesota,1980,September,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
11985,Male,Unknown,52,0,0,1,Ramsey,Minnesota,1980,October,1,Unknown,Knife,Murder or Manslaughter,No
11986,Male,Male,58,25,0,0,Ramsey,Minnesota,1980,November,1,Acquaintance,Knife,Murder or Manslaughter,Yes
11987,Male,Female,0,26,0,0,Ramsey,Minnesota,1980,November,2,Son,Blunt Object,Murder or Manslaughter,Yes
11988,Male,Male,25,29,0,0,Ramsey,Minnesota,1980,November,3,Stranger,Handgun,Murder or Manslaughter,Yes
11989,Male,Unknown,40,0,0,1,Ramsey,Minnesota,1980,December,1,Stranger,Handgun,Murder or Manslaughter,No
11990,Female,Male,48,49,2,0,Ramsey,Minnesota,1980,September,1,Daughter,Blunt Object,Murder or Manslaughter,Yes
11991,Female,Male,17,49,2,0,Ramsey,Minnesota,1980,September,1,Daughter,Blunt Object,Murder or Manslaughter,Yes
11992,Female,Male,15,49,2,0,Ramsey,Minnesota,1980,September,1,Daughter,Blunt Object,Murder or Manslaughter,Yes
11993,Male,Female,35,34,0,0,St. Louis,Minnesota,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
11994,Male,Male,33,51,0,0,St. Louis,Minnesota,1980,November,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
11995,Female,Male,20,24,0,0,St. Louis,Minnesota,1980,July,1,Girlfriend,Rifle,Murder or Manslaughter,Yes
11996,Male,Male,23,51,0,0,St. Louis,Minnesota,1980,September,1,Son,Rifle,Murder or Manslaughter,Yes
11997,Female,Unknown,19,0,0,0,Sherburne,Minnesota,1980,November,1,Unknown,Knife,Murder or Manslaughter,No
11998,Female,Male,45,20,0,0,Stearns,Minnesota,1980,July,1,Mother,Knife,Murder or Manslaughter,Yes
11999,Female,Male,21,25,0,0,Stearns,Minnesota,1980,October,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12000,Male,Male,42,32,0,0,Stearns,Minnesota,1980,November,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12001,Male,Male,30,23,0,1,Washington,Minnesota,1980,February,1,Stranger,Fall,Murder or Manslaughter,Yes
12002,Male,Male,25,23,0,2,Washington,Minnesota,1980,September,1,Unknown,Knife,Murder or Manslaughter,Yes
12003,Male,Unknown,79,0,0,0,Washington,Minnesota,1980,October,1,Unknown,Knife,Murder or Manslaughter,No
12004,Male,Male,54,34,0,0,Winona,Minnesota,1980,September,1,Stranger,Rifle,Murder or Manslaughter,Yes
12005,Male,Female,45,14,0,0,Wright,Minnesota,1980,November,1,Father,Handgun,Murder or Manslaughter,Yes
12006,Male,Unknown,73,0,0,0,Barton,Missouri,1980,February,1,Unknown,Handgun,Murder or Manslaughter,No
12007,Female,Unknown,47,0,1,0,Bates,Missouri,1980,September,2,Unknown,Handgun,Murder or Manslaughter,No
12008,Male,Male,19,25,1,1,Bates,Missouri,1980,December,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12009,Male,Male,24,25,0,0,Bates,Missouri,1980,April,1,Unknown,Knife,Murder or Manslaughter,Yes
12010,Male,Male,62,28,0,0,Bates,Missouri,1980,September,1,Stranger,Knife,Murder or Manslaughter,Yes
12011,Male,Unknown,21,0,1,0,Bates,Missouri,1980,September,2,Unknown,Handgun,Murder or Manslaughter,No
12012,Male,Male,17,25,1,1,Bates,Missouri,1980,December,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12013,Male,Male,62,28,0,0,Bates,Missouri,1980,September,1,Stranger,Knife,Murder or Manslaughter,Yes
12014,Male,Male,53,35,0,0,Bollinger,Missouri,1980,October,1,Family,Handgun,Murder or Manslaughter,Yes
12015,Male,Male,22,22,0,0,Boone,Missouri,1980,January,1,Stranger,Firearm,Murder or Manslaughter,Yes
12016,Female,Male,61,26,0,0,Boone,Missouri,1980,July,1,Stranger,Handgun,Murder or Manslaughter,Yes
12017,Male,Male,21,47,0,0,Boone,Missouri,1980,August,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12018,Male,Female,41,24,0,0,Boone,Missouri,1980,October,1,Boyfriend,Knife,Murder or Manslaughter,Yes
12019,Female,Male,26,21,0,0,Buchanan,Missouri,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12020,Male,Male,76,31,0,0,Buchanan,Missouri,1980,February,1,Stranger,Shotgun,Murder or Manslaughter,Yes
12021,Male,Male,24,25,0,0,Buchanan,Missouri,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12022,Male,Male,19,21,0,0,Buchanan,Missouri,1980,September,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12023,Male,Male,17,31,0,0,Buchanan,Missouri,1980,October,1,Brother,Shotgun,Murder or Manslaughter,Yes
12024,Female,Female,31,20,0,0,Buchanan,Missouri,1980,November,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12025,Female,Unknown,1,0,0,0,Buchanan,Missouri,1980,December,1,Unknown,Blunt Object,Murder or Manslaughter,No
12026,Male,Male,31,29,0,0,Butler,Missouri,1980,March,1,Brother,Handgun,Manslaughter by Negligence,Yes
12027,Male,Female,25,29,0,0,Butler,Missouri,1980,May,1,Husband,Shotgun,Murder or Manslaughter,Yes
12028,Male,Female,53,46,0,0,Butler,Missouri,1980,May,1,Husband,Handgun,Murder or Manslaughter,Yes
12029,Male,Unknown,61,0,0,1,Callaway,Missouri,1980,January,1,Unknown,Rifle,Murder or Manslaughter,No
12030,Male,Male,23,25,0,0,Camden,Missouri,1980,July,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12031,Male,Unknown,75,0,0,0,Camden,Missouri,1980,August,1,Unknown,Handgun,Murder or Manslaughter,No
12032,Female,Male,78,19,0,0,Camden,Missouri,1980,August,2,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12033,Male,Male,39,33,0,0,Camden,Missouri,1980,November,1,Acquaintance,Unknown,Murder or Manslaughter,Yes
12034,Male,Male,56,23,0,0,Cape Girardeau,Missouri,1980,May,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
12035,Male,Male,36,52,0,0,Cape Girardeau,Missouri,1980,April,1,Family,Handgun,Manslaughter by Negligence,Yes
12036,Female,Male,15,21,0,0,Cass,Missouri,1980,July,1,Girlfriend,Unknown,Murder or Manslaughter,Yes
12037,Male,Male,18,20,0,0,Clay,Missouri,1980,May,1,Acquaintance,Handgun,Manslaughter by Negligence,Yes
12038,Female,Male,36,22,0,0,Daviess,Missouri,1980,May,1,Wife,Handgun,Murder or Manslaughter,Yes
12039,Male,Male,70,17,1,0,Franklin,Missouri,1980,February,1,Family,Rifle,Murder or Manslaughter,Yes
12040,Female,Male,62,17,1,0,Franklin,Missouri,1980,February,1,Family,Rifle,Murder or Manslaughter,Yes
12041,Male,Male,75,19,0,1,Franklin,Missouri,1980,June,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12042,Male,Male,46,72,0,0,Franklin,Missouri,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12043,Male,Male,23,26,0,0,Greene,Missouri,1980,April,1,In-Law,Handgun,Murder or Manslaughter,Yes
12044,Male,Male,22,42,0,0,Greene,Missouri,1980,July,1,Family,Knife,Murder or Manslaughter,Yes
12045,Male,Male,24,45,0,0,Greene,Missouri,1980,July,1,Family,Knife,Murder or Manslaughter,Yes
12046,Male,Unknown,58,0,0,0,Greene,Missouri,1980,February,1,Unknown,Blunt Object,Murder or Manslaughter,No
12047,Male,Unknown,71,0,0,1,Greene,Missouri,1980,May,1,Unknown,Knife,Murder or Manslaughter,No
12048,Female,Male,24,25,0,0,Greene,Missouri,1980,July,1,Wife,Fire,Murder or Manslaughter,Yes
12049,Female,Unknown,21,0,0,1,Greene,Missouri,1980,August,1,Unknown,Blunt Object,Murder or Manslaughter,No
12050,Male,Male,61,18,0,0,Greene,Missouri,1980,October,1,Friend,Knife,Murder or Manslaughter,Yes
12051,Female,Male,44,49,0,0,Greene,Missouri,1980,December,1,Wife,Shotgun,Murder or Manslaughter,Yes
12052,Male,Male,37,37,0,0,Iron,Missouri,1980,February,1,Friend,Shotgun,Murder or Manslaughter,Yes
12053,Male,Female,47,21,0,0,Jackson,Missouri,1980,January,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12054,Male,Female,24,25,0,0,Jackson,Missouri,1980,January,1,Husband,Shotgun,Murder or Manslaughter,Yes
12055,Male,Male,41,55,0,0,Jackson,Missouri,1980,September,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12056,Female,Male,31,33,0,0,Jackson,Missouri,1980,April,1,Wife,Blunt Object,Murder or Manslaughter,Yes
12057,Female,Male,20,37,0,0,Jackson,Missouri,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12058,Male,Male,17,15,0,0,Jackson,Missouri,1980,August,1,Friend,Knife,Murder or Manslaughter,Yes
12059,Male,Male,27,30,0,0,Jackson,Missouri,1980,August,2,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12060,Male,Male,42,41,0,0,Jackson,Missouri,1980,September,1,Stranger,Handgun,Murder or Manslaughter,Yes
12061,Female,Male,27,31,0,0,Jackson,Missouri,1980,October,1,Stranger,Handgun,Murder or Manslaughter,Yes
12062,Male,Unknown,17,0,0,0,Jackson,Missouri,1980,May,1,Stranger,Unknown,Murder or Manslaughter,No
12063,Female,Male,26,37,0,0,Jackson,Missouri,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12064,Male,Unknown,36,0,0,0,Jackson,Missouri,1980,November,1,Unknown,Handgun,Murder or Manslaughter,No
12065,Male,Male,40,36,0,0,Jasper,Missouri,1980,September,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
12066,Male,Male,20,32,0,0,Jasper,Missouri,1980,May,1,Stranger,Handgun,Murder or Manslaughter,Yes
12067,Male,Male,33,46,0,0,Jasper,Missouri,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12068,Male,Male,30,35,0,0,Jasper,Missouri,1980,December,1,Friend,Handgun,Murder or Manslaughter,Yes
12069,Female,Male,18,20,0,0,Jefferson,Missouri,1980,January,1,Family,Rifle,Murder or Manslaughter,Yes
12070,Male,Male,36,30,0,0,Jefferson,Missouri,1980,July,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12071,Female,Male,24,33,0,0,Jefferson,Missouri,1980,September,1,Ex-Wife,Shotgun,Murder or Manslaughter,Yes
12072,Male,Male,59,25,0,0,Jefferson,Missouri,1980,November,1,Father,Rifle,Murder or Manslaughter,Yes
12073,Female,Male,24,33,0,0,Jefferson,Missouri,1980,November,2,Ex-Wife,Shotgun,Murder or Manslaughter,Yes
12074,Male,Unknown,28,0,0,0,Jefferson,Missouri,1980,December,1,Unknown,Blunt Object,Murder or Manslaughter,No
12075,Male,Female,39,33,0,1,Jefferson,Missouri,1980,December,2,Husband,Handgun,Murder or Manslaughter,Yes
12076,Male,Male,39,32,0,0,Jefferson,Missouri,1980,December,1,Stranger,Handgun,Murder or Manslaughter,Yes
12077,Male,Male,28,18,0,0,Johnson,Missouri,1980,August,1,Stranger,Rifle,Murder or Manslaughter,Yes
12078,Female,Male,41,15,0,0,Laclede,Missouri,1980,February,1,Mother,Knife,Murder or Manslaughter,Yes
12079,Female,Male,41,15,0,0,Laclede,Missouri,1980,September,1,Mother,Knife,Murder or Manslaughter,Yes
12080,Male,Male,53,34,0,0,Laclede,Missouri,1980,October,1,In-Law,Shotgun,Murder or Manslaughter,Yes
12081,Male,Male,22,24,0,0,Lafayette,Missouri,1980,July,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12082,Male,Male,44,23,0,0,Lafayette,Missouri,1980,January,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12083,Male,Male,30,41,0,0,Lawrence,Missouri,1980,October,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
12084,Female,Male,44,54,0,0,Lincoln,Missouri,1980,August,1,Wife,Rifle,Murder or Manslaughter,Yes
12085,Male,Male,50,40,0,0,Livingston,Missouri,1980,April,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12086,Male,Female,41,31,0,0,McDonald,Missouri,1980,October,1,Husband,Rifle,Murder or Manslaughter,Yes
12087,Male,Male,65,25,0,0,Maries,Missouri,1980,May,1,Neighbor,Handgun,Murder or Manslaughter,Yes
12088,Female,Male,48,48,0,0,Morgan,Missouri,1980,January,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
12089,Male,Male,28,35,0,0,Newton,Missouri,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12090,Male,Male,56,25,1,0,Pemiscot,Missouri,1980,June,1,Wife,Rifle,Murder or Manslaughter,Yes
12091,Female,Male,20,25,1,0,Pemiscot,Missouri,1980,June,1,Wife,Rifle,Murder or Manslaughter,Yes
12092,Male,Male,23,57,0,0,Pemiscot,Missouri,1980,July,1,Neighbor,Shotgun,Murder or Manslaughter,Yes
12093,Male,Male,26,28,0,0,Pemiscot,Missouri,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12094,Male,Female,30,27,0,0,Pemiscot,Missouri,1980,October,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12095,Male,Male,18,27,0,0,Phelps,Missouri,1980,December,1,Acquaintance,Knife,Murder or Manslaughter,Yes
12096,Male,Male,53,23,0,1,Pike,Missouri,1980,September,1,Stranger,Rifle,Murder or Manslaughter,Yes
12097,Male,Unknown,32,0,0,0,Pike,Missouri,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
12098,Female,Female,28,33,0,0,Platte,Missouri,1980,May,1,Friend,Handgun,Murder or Manslaughter,Yes
12099,Male,Unknown,36,0,0,0,Platte,Missouri,1980,August,1,Unknown,Firearm,Murder or Manslaughter,No
12100,Female,Male,33,30,0,0,Pulaski,Missouri,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
12101,Male,Male,27,24,0,1,Pulaski,Missouri,1980,October,1,Stranger,Handgun,Murder or Manslaughter,Yes
12102,Female,Male,2,24,0,1,Pulaski,Missouri,1980,September,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
12103,Male,Male,95,64,0,0,Ray,Missouri,1980,March,1,Acquaintance,Unknown,Murder or Manslaughter,Yes
12104,Male,Male,20,20,0,0,St. Charles,Missouri,1980,February,1,Acquaintance,Strangulation,Murder or Manslaughter,Yes
12105,Male,Unknown,18,0,0,0,St. Charles,Missouri,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
12106,Female,Unknown,43,0,0,0,St. Charles,Missouri,1980,January,1,Unknown,Knife,Murder or Manslaughter,No
12107,Female,Male,18,29,0,0,St. Charles,Missouri,1980,July,1,Stranger,Knife,Murder or Manslaughter,Yes
12108,Female,Male,18,20,0,0,St. Charles,Missouri,1980,October,1,Wife,Knife,Murder or Manslaughter,Yes
12109,Female,Unknown,21,0,0,0,St. Francois,Missouri,1980,April,1,Unknown,Knife,Murder or Manslaughter,No
12110,Male,Unknown,83,0,1,0,St. Louis,Missouri,1980,November,2,Unknown,Shotgun,Murder or Manslaughter,No
12111,Male,Unknown,34,0,0,0,St. Louis,Missouri,1980,January,1,Unknown,Unknown,Murder or Manslaughter,No
12112,Male,Male,21,22,0,0,St. Louis,Missouri,1980,January,2,Friend,Shotgun,Murder or Manslaughter,Yes
12113,Female,Unknown,36,0,0,0,St. Louis,Missouri,1980,January,3,Unknown,Suffocation,Murder or Manslaughter,No
