,Victim Sex,Perpetrator Sex,Victim Age,Perpetrator Age,Victim Count,Perpetrator Count,City,State,Year,Month,Incident,Relationship,Weapon,Crime Type,Crime Solved
234,Female,Male,35,39,0,0,Mobile,Alabama,1980,October,3,Wife,Handgun,Murder or Manslaughter,Yes
235,Male,Male,35,19,0,0,Mobile,Alabama,1980,October,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
236,Male,Unknown,65,0,0,1,Mobile,Alabama,1980,October,5,Unknown,Knife,Murder or Manslaughter,No
237,Male,Male,29,32,0,0,Mobile,Alabama,1980,October,6,Stranger,Handgun,Murder or Manslaughter,Yes
238,Male,Male,28,30,0,0,Mobile,Alabama,1980,October,7,Acquaintance,Knife,Murder or Manslaughter,Yes
239,Female,Male,31,29,0,0,Mobile,Alabama,1980,November,1,Girlfriend,Knife,Murder or Manslaughter,Yes
240,Male,Male,43,46,0,0,Mobile,Alabama,1980,November,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
241,Female,Male,23,28,0,0,Mobile,Alabama,1980,November,3,Wife,Handgun,Murder or Manslaughter,Yes
242,Female,Male,23,28,0,0,Mobile,Alabama,1980,November,4,Wife,Handgun,Murder or Manslaughter,Yes
243,Male,Male,32,31,0,0,Mobile,Alabama,1980,December,1,Acquaintance,Knife,Murder or Manslaughter,Yes
244,Male,Male,23,26,0,0,Mobile,Alabama,1980,December,2,Acquaintance,Shotgun,Murder or Manslaughter,Yes
245,Male,Female,75,25,0,1,Mobile,Alabama,1980,December,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
246,Male,Male,55,17,0,0,Mobile,Alabama,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
247,Male,Male,33,22,0,0,Mobile,Alabama,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
248,Male,Male,24,22,0,0,Mobile,Alabama,1980,February,2,Friend,Handgun,Murder or Manslaughter,Yes
249,Male,Male,56,14,0,1,Mobile,Alabama,1980,March,1,Stranger,Handgun,Murder or Manslaughter,Yes
250,Male,Female,65,46,0,0,Mobile,Alabama,1980,March,2,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
251,Male,Male,29,69,0,0,Mobile,Alabama,1980,March,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
252,Male,Unknown,59,0,0,1,Mobile,Alabama,1980,April,1,Unknown,Shotgun,Murder or Manslaughter,No
253,Male,Male,28,24,0,0,Mobile,Alabama,1980,May,1,Friend,Shotgun,Murder or Manslaughter,Yes
254,Male,Male,47,24,0,0,Mobile,Alabama,1980,May,2,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
255,Male,Female,17,24,0,1,Mobile,Alabama,1980,August,1,Brother,Blunt Object,Murder or Manslaughter,Yes
256,Female,Male,78,65,0,0,Mobile,Alabama,1980,September,1,In-Law,Rifle,Murder or Manslaughter,Yes
257,Male,Male,37,22,0,0,Mobile,Alabama,1980,September,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
258,Male,Unknown,21,0,0,1,Mobile,Alabama,1980,October,1,Unknown,Handgun,Murder or Manslaughter,No
259,Male,Male,60,23,0,1,Mobile,Alabama,1980,October,2,Stranger,Handgun,Murder or Manslaughter,Yes
260,Male,Female,38,38,0,0,Mobile,Alabama,1980,November,1,Husband,Handgun,Murder or Manslaughter,Yes
261,Male,Unknown,39,0,0,0,Mobile,Alabama,1980,May,1,Unknown,Handgun,Murder or Manslaughter,No
262,Male,Male,18,22,0,0,Mobile,Alabama,1980,March,1,Acquaintance,Firearm,Murder or Manslaughter,Yes
263,Male,Male,26,45,0,0,Mobile,Alabama,1980,April,1,Stranger,Shotgun,Murder or Manslaughter,Yes
264,Female,Male,30,32,0,0,Mobile,Alabama,1980,August,1,Wife,Handgun,Murder or Manslaughter,Yes
265,Male,Male,22,20,0,0,Montgomery,Alabama,1980,January,1,Stranger,Knife,Murder or Manslaughter,Yes
266,Male,Male,55,49,0,0,Montgomery,Alabama,1980,July,1,Neighbor,Handgun,Murder or Manslaughter,Yes
267,Male,Female,72,69,0,0,Montgomery,Alabama,1980,January,1,Common-Law Husband,Knife,Murder or Manslaughter,Yes
268,Male,Male,41,38,0,0,Montgomery,Alabama,1980,February,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
269,Male,Male,41,35,0,0,Montgomery,Alabama,1980,February,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
270,Male,Male,32,23,0,0,Montgomery,Alabama,1980,February,3,Acquaintance,Shotgun,Murder or Manslaughter,Yes
271,Male,Male,28,64,0,0,Montgomery,Alabama,1980,February,4,Son,Handgun,Murder or Manslaughter,Yes
272,Male,Female,48,39,0,0,Montgomery,Alabama,1980,March,1,Common-Law Husband,Blunt Object,Murder or Manslaughter,Yes
273,Male,Male,22,29,0,0,Montgomery,Alabama,1980,March,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
274,Male,Male,53,22,0,0,Montgomery,Alabama,1980,March,3,Stranger,Blunt Object,Murder or Manslaughter,Yes
275,Male,Male,61,55,0,0,Montgomery,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
276,Male,Male,29,44,0,0,Montgomery,Alabama,1980,April,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
277,Male,Male,44,29,0,0,Montgomery,Alabama,1980,April,3,Acquaintance,Handgun,Murder or Manslaughter,Yes
278,Male,Male,37,35,0,0,Montgomery,Alabama,1980,April,4,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
279,Female,Unknown,65,0,0,0,Montgomery,Alabama,1980,May,1,Unknown,Blunt Object,Murder or Manslaughter,No
280,Male,Unknown,52,0,0,0,Montgomery,Alabama,1980,May,2,Unknown,Blunt Object,Murder or Manslaughter,No
281,Male,Male,15,14,0,0,Montgomery,Alabama,1980,May,3,Friend,Shotgun,Manslaughter by Negligence,Yes
282,Male,Male,27,25,0,0,Montgomery,Alabama,1980,June,1,Acquaintance,Knife,Murder or Manslaughter,Yes
283,Female,Male,75,24,0,0,Montgomery,Alabama,1980,June,2,Stranger,Blunt Object,Murder or Manslaughter,Yes
284,Male,Female,27,25,0,0,Montgomery,Alabama,1980,June,3,Husband,Handgun,Murder or Manslaughter,Yes
285,Male,Female,58,50,0,0,Montgomery,Alabama,1980,July,1,Common-Law Husband,Knife,Murder or Manslaughter,Yes
286,Male,Female,31,35,0,0,Montgomery,Alabama,1980,July,2,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
287,Male,Male,52,49,0,0,Montgomery,Alabama,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
288,Male,Female,35,20,0,0,Montgomery,Alabama,1980,August,2,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
289,Male,Male,26,27,0,0,Montgomery,Alabama,1980,August,3,Acquaintance,Shotgun,Murder or Manslaughter,Yes
290,Male,Male,18,54,0,0,Montgomery,Alabama,1980,August,4,Stranger,Handgun,Murder or Manslaughter,Yes
291,Male,Male,45,43,0,0,Montgomery,Alabama,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
292,Male,Male,45,43,0,0,Montgomery,Alabama,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
293,Female,Female,27,24,0,0,Montgomery,Alabama,1980,October,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
294,Male,Male,33,40,0,0,Montgomery,Alabama,1980,November,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
295,Male,Male,0,20,0,0,Montgomery,Alabama,1980,November,2,Son,Blunt Object,Murder or Manslaughter,Yes
296,Female,Male,27,30,0,0,Montgomery,Alabama,1980,November,3,Ex-Wife,Handgun,Murder or Manslaughter,Yes
297,Male,Male,28,28,0,0,Montgomery,Alabama,1980,November,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
298,Male,Male,24,28,0,0,Montgomery,Alabama,1980,November,5,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
299,Male,Female,29,26,0,0,Montgomery,Alabama,1980,November,6,Acquaintance,Handgun,Murder or Manslaughter,Yes
300,Male,Male,20,24,0,0,Montgomery,Alabama,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
301,Female,Male,27,25,0,0,Montgomery,Alabama,1980,December,2,Common-Law Wife,Shotgun,Murder or Manslaughter,Yes
302,Male,Unknown,68,0,0,0,Montgomery,Alabama,1980,December,3,Unknown,Knife,Murder or Manslaughter,No
303,Male,Female,36,47,0,0,Montgomery,Alabama,1980,December,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
304,Female,Male,42,16,0,0,Montgomery,Alabama,1980,December,5,Mother,Shotgun,Murder or Manslaughter,Yes
305,Female,Male,35,37,0,0,Montgomery,Alabama,1980,December,6,Common-Law Wife,Blunt Object,Murder or Manslaughter,Yes
306,Male,Male,24,26,0,0,Autauga,Alabama,1980,August,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
307,Male,Male,44,68,0,0,Autauga,Alabama,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
308,Male,Male,25,44,0,0,Baldwin,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
309,Female,Male,21,22,0,0,Baldwin,Alabama,1980,November,1,Wife,Handgun,Murder or Manslaughter,Yes
310,Male,Male,32,42,0,0,Baldwin,Alabama,1980,September,1,Stranger,Unknown,Murder or Manslaughter,Yes
311,Male,Male,70,62,0,0,Baldwin,Alabama,1980,November,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
312,Male,Male,45,50,0,0,Barbour,Alabama,1980,May,1,In-Law,Shotgun,Murder or Manslaughter,Yes
313,Male,Male,41,66,0,0,Barbour,Alabama,1980,July,1,Neighbor,Shotgun,Murder or Manslaughter,Yes
314,Male,Male,71,41,2,0,Blount,Alabama,1980,April,1,Stranger,Handgun,Murder or Manslaughter,Yes
315,Male,Male,42,41,2,0,Blount,Alabama,1980,April,1,Stranger,Handgun,Murder or Manslaughter,Yes
316,Female,Male,37,41,2,0,Blount,Alabama,1980,April,1,Stranger,Handgun,Murder or Manslaughter,Yes
317,Male,Male,71,38,0,0,Blount,Alabama,1980,April,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
318,Male,Male,30,24,0,0,Bullock,Alabama,1980,September,1,Stranger,Shotgun,Murder or Manslaughter,Yes
319,Male,Male,38,35,0,0,Butler,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
320,Male,Male,28,20,0,0,Butler,Alabama,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
321,Female,Male,26,36,0,0,Butler,Alabama,1980,November,1,Girlfriend,Handgun,Murder or Manslaughter,Yes
322,Male,Female,48,33,0,0,Butler,Alabama,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
323,Female,Male,29,33,0,0,Calhoun,Alabama,1980,July,1,Wife,Handgun,Murder or Manslaughter,Yes
324,Male,Male,22,26,0,1,Calhoun,Alabama,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
325,Male,Male,51,52,0,0,Calhoun,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
326,Male,Female,29,26,0,0,Calhoun,Alabama,1980,May,1,Boyfriend,Knife,Murder or Manslaughter,Yes
327,Male,Female,26,22,0,0,Calhoun,Alabama,1980,August,1,Husband,Handgun,Murder or Manslaughter,Yes
328,Male,Male,43,33,0,0,Calhoun,Alabama,1980,August,2,Unknown,Handgun,Murder or Manslaughter,Yes
329,Female,Male,22,35,0,0,Calhoun,Alabama,1980,August,3,Ex-Wife,Handgun,Murder or Manslaughter,Yes
330,Male,Male,54,36,0,1,Calhoun,Alabama,1980,September,1,Stranger,Blunt Object,Murder or Manslaughter,Yes
331,Male,Male,25,20,0,0,Calhoun,Alabama,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
332,Female,Male,45,66,0,0,Calhoun,Alabama,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
333,Male,Male,37,77,0,0,Chambers,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
334,Male,Male,42,50,0,0,Chambers,Alabama,1980,April,2,Stranger,Handgun,Murder or Manslaughter,Yes
335,Male,Male,25,25,0,0,Chambers,Alabama,1980,August,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
336,Male,Male,25,22,0,0,Chambers,Alabama,1980,August,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
337,Female,Male,47,32,0,0,Chambers,Alabama,1980,September,1,Acquaintance,Knife,Murder or Manslaughter,Yes
338,Male,Male,41,32,0,1,Chambers,Alabama,1980,October,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
339,Female,Male,32,20,0,0,Chilton,Alabama,1980,January,1,Sister,Shotgun,Murder or Manslaughter,Yes
340,Male,Male,17,42,0,0,Chilton,Alabama,1980,June,1,Stranger,Unknown,Murder or Manslaughter,Yes
341,Male,Male,38,18,0,0,Choctaw,Alabama,1980,August,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
342,Male,Male,28,40,0,0,Clarke,Alabama,1980,April,1,Brother,Rifle,Murder or Manslaughter,Yes
343,Male,Female,55,33,0,0,Clarke,Alabama,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
344,Male,Female,55,35,0,0,Clarke,Alabama,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
345,Male,Unknown,79,0,3,1,Cleburne,Alabama,1980,January,1,Unknown,Handgun,Murder or Manslaughter,No
346,Female,Unknown,77,0,3,1,Cleburne,Alabama,1980,January,1,Unknown,Handgun,Murder or Manslaughter,No
347,Female,Unknown,63,0,3,1,Cleburne,Alabama,1980,January,1,Unknown,Handgun,Murder or Manslaughter,No
348,Male,Unknown,99,0,3,1,Cleburne,Alabama,1980,January,1,Unknown,Handgun,Murder or Manslaughter,No
349,Male,Male,33,53,0,0,Coffee,Alabama,1980,May,1,Unknown,Handgun,Murder or Manslaughter,Yes
350,Male,Female,36,31,0,0,Coffee,Alabama,1980,July,1,Acquaintance,Knife,Murder or Manslaughter,Yes
351,Male,Female,38,23,0,0,Coffee,Alabama,1980,December,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
352,Male,Male,25,31,1,1,Colbert,Alabama,1980,July,1,Family,Handgun,Murder or Manslaughter,Yes
353,Female,Male,24,31,1,1,Colbert,Alabama,1980,July,1,Family,Handgun,Murder or Manslaughter,Yes
354,Male,Male,2,25,0,0,Colbert,Alabama,1980,February,1,Stranger,Shotgun,Murder or Manslaughter,Yes
355,Male,Male,41,33,0,0,Conecuh,Alabama,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
356,Male,Male,25,32,0,0,Coosa,Alabama,1980,February,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
357,Female,Female,17,23,0,0,Coosa,Alabama,1980,August,1,Family,Knife,Murder or Manslaughter,Yes
358,Male,Male,25,20,0,0,Covington,Alabama,1980,April,1,Family,Knife,Murder or Manslaughter,Yes
359,Male,Male,32,33,0,0,Covington,Alabama,1980,September,1,Stranger,Handgun,Murder or Manslaughter,Yes
360,Male,Male,53,67,0,0,Covington,Alabama,1980,November,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
361,Male,Male,20,17,0,0,Crenshaw,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
362,Male,Female,25,15,0,0,Cullman,Alabama,1980,January,1,Stepfather,Handgun,Murder or Manslaughter,Yes
363,Female,Unknown,31,0,0,1,Cullman,Alabama,1980,June,1,Unknown,Handgun,Murder or Manslaughter,No
364,Female,Male,18,23,0,0,Cullman,Alabama,1980,December,1,Ex-Wife,Handgun,Murder or Manslaughter,Yes
365,Male,Male,27,26,0,1,Dale,Alabama,1980,May,1,Stranger,Drowning,Murder or Manslaughter,Yes
366,Male,Female,40,36,0,0,Dale,Alabama,1980,October,1,Husband,Handgun,Murder or Manslaughter,Yes
367,Male,Male,21,23,0,0,Dallas,Alabama,1980,January,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
368,Male,Unknown,47,0,0,0,Dallas,Alabama,1980,March,1,Unknown,Shotgun,Murder or Manslaughter,No
369,Female,Male,20,47,0,0,Dallas,Alabama,1980,November,1,Girlfriend,Blunt Object,Murder or Manslaughter,Yes
370,Male,Male,31,36,0,0,Dallas,Alabama,1980,November,2,Husband,Handgun,Murder or Manslaughter,Yes
371,Male,Male,29,21,0,0,De Kalb,Alabama,1980,April,1,In-Law,Handgun,Murder or Manslaughter,Yes
372,Female,Male,56,65,2,0,Elmore,Alabama,1980,October,1,Family,Handgun,Murder or Manslaughter,Yes
373,Male,Male,4,65,2,0,Elmore,Alabama,1980,October,1,Family,Handgun,Murder or Manslaughter,Yes
374,Male,Male,34,39,0,0,Elmore,Alabama,1980,January,1,Acquaintance,Knife,Murder or Manslaughter,Yes
375,Male,Female,31,49,0,0,Elmore,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
376,Male,Male,29,42,0,0,Elmore,Alabama,1980,June,1,Acquaintance,Rifle,Murder or Manslaughter,Yes
377,Male,Male,29,34,0,0,Elmore,Alabama,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
378,Male,Male,26,27,0,0,Elmore,Alabama,1980,July,2,Acquaintance,Rifle,Murder or Manslaughter,Yes
379,Female,Unknown,56,0,0,1,Elmore,Alabama,1980,September,1,Unknown,Blunt Object,Murder or Manslaughter,No
380,Female,Unknown,40,0,0,1,Elmore,Alabama,1980,September,2,Unknown,Strangulation,Murder or Manslaughter,No
381,Male,Male,0,65,2,0,Elmore,Alabama,1980,October,1,Family,Handgun,Murder or Manslaughter,Yes
382,Male,Male,23,25,0,0,Elmore,Alabama,1980,October,2,In-Law,Shotgun,Murder or Manslaughter,Yes
383,Male,Male,23,25,0,0,Elmore,Alabama,1980,October,4,In-Law,Shotgun,Murder or Manslaughter,Yes
384,Male,Female,37,34,0,0,Elmore,Alabama,1980,November,1,Common-Law Husband,Shotgun,Murder or Manslaughter,Yes
385,Female,Male,42,43,0,0,Elmore,Alabama,1980,December,1,Ex-Wife,Handgun,Murder or Manslaughter,Yes
386,Male,Male,45,39,0,0,Escambia,Alabama,1980,April,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
387,Male,Male,41,35,0,0,Escambia,Alabama,1980,July,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
388,Male,Male,34,20,0,0,Etowah,Alabama,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
389,Male,Male,55,47,0,0,Etowah,Alabama,1980,August,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
390,Female,Male,36,41,0,0,Etowah,Alabama,1980,February,1,Wife,Knife,Murder or Manslaughter,Yes
391,Male,Male,23,29,0,0,Etowah,Alabama,1980,March,1,Stranger,Handgun,Murder or Manslaughter,Yes
392,Male,Male,30,24,0,0,Etowah,Alabama,1980,March,2,Brother,Handgun,Murder or Manslaughter,Yes
393,Female,Male,35,45,0,0,Etowah,Alabama,1980,April,1,Common-Law Wife,Firearm,Murder or Manslaughter,Yes
394,Female,Unknown,29,0,0,0,Etowah,Alabama,1980,June,1,Unknown,Handgun,Murder or Manslaughter,No
395,Male,Male,25,48,0,0,Etowah,Alabama,1980,June,2,Son,Handgun,Murder or Manslaughter,Yes
396,Female,Male,52,76,0,0,Etowah,Alabama,1980,June,3,Common-Law Wife,Handgun,Murder or Manslaughter,Yes
397,Female,Male,40,65,0,0,Etowah,Alabama,1980,June,4,Acquaintance,Handgun,Murder or Manslaughter,Yes
398,Male,Male,24,20,0,0,Etowah,Alabama,1980,September,1,Acquaintance,Knife,Murder or Manslaughter,Yes
399,Male,Unknown,24,0,0,0,Etowah,Alabama,1980,September,2,Unknown,Firearm,Murder or Manslaughter,No
400,Male,Female,31,39,0,0,Etowah,Alabama,1980,October,1,Common-Law Husband,Handgun,Murder or Manslaughter,Yes
401,Male,Male,24,34,0,0,Etowah,Alabama,1980,November,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
402,Female,Unknown,25,0,0,1,Fayette,Alabama,1980,September,1,Unknown,Handgun,Murder or Manslaughter,No
403,Male,Male,47,29,0,0,Fayette,Alabama,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
404,Male,Female,35,26,0,0,Franklin,Alabama,1980,April,1,Husband,Handgun,Murder or Manslaughter,Yes
405,Male,Male,31,37,0,0,Franklin,Alabama,1980,August,1,Brother,Handgun,Murder or Manslaughter,Yes
406,Male,Female,29,30,0,0,Geneva,Alabama,1980,April,1,Husband,Handgun,Murder or Manslaughter,Yes
407,Male,Female,25,28,0,0,Greene,Alabama,1980,January,1,Acquaintance,Knife,Murder or Manslaughter,Yes
408,Female,Male,31,32,0,0,Greene,Alabama,1980,March,1,Wife,Shotgun,Murder or Manslaughter,Yes
409,Male,Male,23,37,0,0,Houston,Alabama,1980,March,1,Acquaintance,Knife,Murder or Manslaughter,Yes
410,Male,Female,46,17,0,0,Houston,Alabama,1980,March,1,Boyfriend,Handgun,Murder or Manslaughter,Yes
411,Male,Male,19,26,0,0,Houston,Alabama,1980,July,1,Stranger,Knife,Murder or Manslaughter,Yes
412,Male,Male,29,31,0,0,Houston,Alabama,1980,July,2,Acquaintance,Shotgun,Murder or Manslaughter,Yes
413,Female,Male,27,31,0,0,Houston,Alabama,1980,August,1,Common-Law Wife,Strangulation,Murder or Manslaughter,Yes
414,Female,Male,47,19,0,0,Houston,Alabama,1980,November,1,Mother,Blunt Object,Murder or Manslaughter,Yes
415,Male,Female,45,32,0,0,Houston,Alabama,1980,December,1,Boyfriend,Knife,Murder or Manslaughter,Yes
416,Female,Male,50,32,0,1,Jackson,Alabama,1980,July,1,Stranger,Drowning,Murder or Manslaughter,Yes
417,Male,Male,20,54,0,0,Jackson,Alabama,1980,August,1,Son,Rifle,Murder or Manslaughter,Yes
418,Female,Male,37,47,0,0,Jackson,Alabama,1980,September,1,Wife,Handgun,Murder or Manslaughter,Yes
419,Male,Male,50,32,0,4,Jackson,Alabama,1980,October,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
420,Male,Male,29,26,0,1,Jackson,Alabama,1980,May,1,Neighbor,Shotgun,Murder or Manslaughter,Yes
421,Male,Male,35,49,0,0,Lamar,Alabama,1980,June,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
422,Male,Male,37,36,0,0,Lauderdale,Alabama,1980,January,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
423,Male,Female,45,22,0,2,Lauderdale,Alabama,1980,February,1,Acquaintance,Blunt Object,Murder or Manslaughter,Yes
424,Male,Male,64,33,0,0,Lauderdale,Alabama,1980,March,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
425,Male,Male,30,32,0,0,Lauderdale,Alabama,1980,April,1,Acquaintance,Shotgun,Murder or Manslaughter,Yes
426,Male,Male,33,45,0,0,Lauderdale,Alabama,1980,September,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
427,Male,Male,48,39,0,0,Lauderdale,Alabama,1980,January,1,Stranger,Handgun,Murder or Manslaughter,Yes
428,Male,Male,19,14,0,0,Lauderdale,Alabama,1980,July,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
429,Male,Female,41,33,0,0,Lauderdale,Alabama,1980,July,2,Ex-Husband,Handgun,Murder or Manslaughter,Yes
430,Female,Male,35,39,0,0,Lauderdale,Alabama,1980,August,1,Ex-Wife,Handgun,Murder or Manslaughter,Yes
431,Male,Male,69,26,0,1,Lauderdale,Alabama,1980,August,2,Stranger,Shotgun,Murder or Manslaughter,Yes
432,Female,Male,82,26,1,0,Lawrence,Alabama,1980,March,1,Family,Strangulation,Murder or Manslaughter,Yes
433,Female,Male,65,26,1,0,Lawrence,Alabama,1980,March,1,Family,Strangulation,Murder or Manslaughter,Yes
434,Male,Male,49,54,0,0,Lawrence,Alabama,1980,May,1,Acquaintance,Handgun,Murder or Manslaughter,Yes
435,Female,Male,32,58,0,0,Lawrence,Alabama,1980,May,2,Acquaintance,Handgun,Murder or Manslaughter,Yes
436,Female,Male,37,48,0,0,Lawrence,Alabama,1980,May,3,Common-Law Wife,Blunt Object,Murder or Manslaughter,Yes
437,Male,Male,51,32,0,0,Lawrence,Alabama,1980,June,1,Friend,Handgun,Murder or Manslaughter,Yes
438,Male,Female,35,29,0,0,Lee,Alabama,1980,August,1,Husband,Handgun,Murder or Manslaughter,Yes
439,Male,Female,29,22,0,0,Lee,Alabama,1980,March,1,Husband,Shotgun,Murder or Manslaughter,Yes
440,Male,Male,28,21,0,0,Lee,Alabama,1980,July,1,In-Law,Blunt Object,Murder or Manslaughter,Yes
441,Male,Male,36,46,0,0,Lee,Alabama,1980,June,1,Acquaintance,Handgun,Manslaughter by Negligence,Yes
